Frame# Time pitch roll yaw tra_x tra_y tra_z
R01 R02 R03 T01 T02 T03
1 0.00834 6.41665 6.05288 0.16212 -2.53730 -43.01425 -12.90153
2 0.01668 6.40682 6.05651 0.14804 -2.52930 -43.00610 -12.91346
3 0.02503 6.39222 6.05257 0.15748 -2.54410 -42.96597 -12.91526
4 0.03337 6.40035 6.05345 0.14963 -2.53020 -42.97845 -12.89884
5 0.04171 6.38153 6.05074 0.15129 -2.52933 -42.94421 -12.90656
6 0.05005 6.38929 6.05153 0.15085 -2.52245 -42.99091 -12.90864
7 0.05839 6.37048 6.05106 0.14804 -2.51903 -42.94614 -12.91752
8 0.06673 6.36739 6.04332 0.16693 -2.53953 -42.94327 -12.91230
9 0.07508 6.36261 6.04148 0.16908 -2.53753 -42.91446 -12.89319
10 0.08342 6.35441 6.04083 0.16479 -2.52404 -42.90259 -12.89719
11 0.09176 6.33489 6.03639 0.18975 -2.54520 -42.87015 -12.91404
12 0.10010 6.34738 6.03704 0.17628 -2.52482 -42.91312 -12.90525
13 0.10844 6.35173 6.04028 0.16496 -2.49030 -42.92886 -12.90519
14 0.11678 6.34821 6.03687 0.15834 -2.47411 -42.92612 -12.90327
15 0.12513 6.35455 6.02904 0.16129 -2.47739 -42.93753 -12.89512
16 0.13347 6.34513 6.02801 0.14030 -2.45748 -42.90137 -12.89728
17 0.14181 6.33640 6.02025 0.14862 -2.46822 -42.89578 -12.90677
18 0.15015 6.34139 6.01315 0.15484 -2.47030 -42.90735 -12.90751
19 0.15849 6.32567 6.02175 0.11528 -2.41840 -42.86603 -12.90494
20 0.16683 6.31448 6.01689 0.11902 -2.41164 -42.85281 -12.91199
21 0.17518 6.28331 6.01556 0.11870 -2.41381 -42.82938 -12.96830
22 0.18352 6.28050 6.00986 0.14097 -2.43075 -42.81595 -12.97526
23 0.19186 6.27166 6.00431 0.16310 -2.45220 -42.80450 -12.98890
24 0.20020 6.27009 6.01004 0.14514 -2.42951 -42.82303 -13.01920
25 0.20854 6.25221 6.00219 0.15433 -2.45000 -42.78314 -13.03220
26 0.21688 6.25919 5.98957 0.18880 -2.50239 -42.82227 -13.05314
27 0.22523 6.25152 5.99457 0.18243 -2.49750 -42.80164 -13.05509
28 0.23357 6.24141 6.00473 0.16236 -2.47530 -42.80502 -13.08405
29 0.24191 6.23889 6.00628 0.16534 -2.48420 -42.78671 -13.08015
30 0.25025 6.25610 6.00710 0.17347 -2.50730 -42.83023 -13.07676
31 0.25859 6.23408 6.00213 0.18817 -2.53130 -42.80667 -13.11100
32 0.26693 6.20157 6.01039 0.17499 -2.51586 -42.78583 -13.16608
33 0.27528 6.22207 6.00931 0.18770 -2.52523 -42.78311 -13.13526
34 0.28362 6.19704 6.01133 0.17373 -2.51716 -42.74533 -13.17954
35 0.29196 6.18476 6.00538 0.18041 -2.52819 -42.70285 -13.19028
36 0.30030 6.18890 5.99735 0.16825 -2.51746 -42.72580 -13.21009
37 0.30864 6.14857 5.98942 0.14262 -2.49395 -42.68500 -13.27219
38 0.31698 6.19865 5.98136 0.14150 -2.48389 -42.73703 -13.21720
39 0.32533 6.19888 5.97491 0.11753 -2.45443 -42.69254 -13.19529
40 0.33367 6.21722 5.96715 0.12314 -2.45402 -42.72037 -13.18876
41 0.34201 6.23793 5.95785 0.11161 -2.43932 -42.69098 -13.15113
42 0.35035 6.27046 5.96380 0.08765 -2.39519 -42.75418 -13.15812
43 0.35869 6.29857 5.95836 0.09288 -2.38944 -42.73398 -13.11954
