Frame# Time pitch roll yaw tra_x tra_y tra_z
R01 R02 R03 T01 T02 T03
1 0.00834 10.25700 4.56146 -3.98072 -11.14824 -58.36743 1.70138
2 0.01668 10.24277 4.54911 -3.97472 -11.15999 -58.35298 1.69598
3 0.02503 10.26368 4.54892 -3.99656 -11.13068 -58.44794 1.68875
4 0.03337 10.22469 4.53832 -4.00407 -11.13305 -58.42069 1.63180
5 0.04171 10.23203 4.52616 -3.99124 -11.14275 -58.44112 1.63922
6 0.05005 10.21740 4.51874 -3.99022 -11.14837 -58.43176 1.62604
7 0.05839 10.22857 4.52335 -3.98747 -11.13984 -58.46030 1.62387
8 0.06673 10.21637 4.51689 -3.98741 -11.13601 -58.42761 1.61780
9 0.07508 10.21158 4.51228 -3.99739 -11.12742 -58.43092 1.62555
10 0.08342 10.18354 4.50045 -3.98612 -11.14409 -58.40769 1.59289
11 0.09176 10.18353 4.49104 -3.98084 -11.15590 -58.44136 1.59805
12 0.10010 10.17444 4.48326 -3.97295 -11.16851 -58.43916 1.60492
13 0.10844 10.18722 4.48598 -3.98731 -11.14654 -58.48366 1.61374
14 0.11678 10.16736 4.48059 -3.97384 -11.17203 -58.47806 1.58993
15 0.12513 10.17741 4.48910 -3.97962 -11.16135 -58.50281 1.59933
16 0.13347 10.16566 4.48969 -3.98786 -11.15085 -58.47864 1.61081
17 0.14181 10.17472 4.49297 -3.99670 -11.15200 -58.50949 1.63061
18 0.15015 10.18956 4.47662 -3.95502 -11.20640 -58.53024 1.64062
19 0.15849 10.18454 4.47934 -3.96958 -11.18302 -58.54228 1.62704
20 0.16683 10.18136 4.47304 -3.95391 -11.20678 -58.53755 1.62503
21 0.17518 10.17755 4.47802 -3.96536 -11.18554 -58.53928 1.64096
22 0.18352 10.16206 4.47725 -3.97223 -11.19082 -58.51141 1.63461
23 0.19186 10.18088 4.47980 -3.97288 -11.18973 -58.54376 1.65545
24 0.20020 10.16663 4.48547 -3.97851 -11.18274 -58.51704 1.64685
25 0.20854 10.18435 4.48189 -3.96063 -11.20273 -58.55454 1.64319
26 0.21688 10.16943 4.48919 -3.97795 -11.17621 -58.52936 1.63577
27 0.22523 10.18763 4.48853 -3.96846 -11.18535 -58.56998 1.66009
28 0.23357 10.16221 4.48864 -3.98273 -11.17217 -58.53783 1.64004
29 0.24191 10.17410 4.49409 -3.99256 -11.15740 -58.55525 1.65909
30 0.25025 10.14935 4.49054 -3.98891 -11.15825 -58.51375 1.63009
31 0.25859 10.16223 4.50264 -4.01278 -11.10216 -58.55519 1.62048
32 0.26693 10.16577 4.51283 -4.03034 -11.06542 -58.59773 1.59451
33 0.27528 10.16680 4.51249 -4.01769 -11.07786 -58.58652 1.60916
34 0.28362 10.15865 4.51915 -4.02849 -11.05900 -58.58988 1.59347
35 0.29196 10.16251 4.52155 -4.02429 -11.05587 -58.60678 1.59689
36 0.30030 10.15619 4.53163 -4.04108 -11.02327 -58.61582 1.58716
37 0.30864 10.15722 4.53812 -4.05157 -10.99759 -58.62203 1.59613
38 0.31698 10.15764 4.55121 -4.07835 -10.95402 -58.63567 1.59704
39 0.32533 10.14036 4.55019 -4.06693 -10.95313 -58.60074 1.59714
40 0.33367 10.13952 4.55333 -4.06521 -10.94715 -58.60649 1.60126
41 0.34201 10.13197 4.55831 -4.07059 -10.91594 -58.58218 1.60235
42 0.35035 10.14370 4.55381 -4.04162 -10.94813 -58.60326 1.60263
43 0.35869 10.13277 4.55439 -4.05723 -10.92191 -58.59238 1.58359
44 0.36703 10.12270 4.54531 -4.03855 -10.93731 -58.56673 1.56125
45 0.37538 10.10201 4.54196 -4.04364 -10.91137 -58.54475 1.52502
46 0.38372 10.10942 4.54721 -4.06435 -10.87369 -58.57781 1.50580
47 0.39206 10.08393 4.56107 -4.08804 -10.81763 -58.54797 1.47479
48 0.40040 10.10489 4.55872 -4.08594 -10.82384 -58.57434 1.48938
49 0.40874 10.07864 4.56217 -4.09412 -10.80367 -58.54082 1.45587
50 0.41708 10.08373 4.55987 -4.07213 -10.81534 -58.51975 1.48865
51 0.42543 10.05930 4.56975 -4.08835 -10.77535 -58.47775 1.46686
52 0.43377 10.06489 4.57101 -4.08808 -10.76302 -58.49706 1.45843
53 0.44211 10.04851 4.57000 -4.08377 -10.77446 -58.47550 1.45343
54 0.45045 10.07766 4.56710 -4.06105 -10.78772 -58.51122 1.49194
55 0.45879 10.05422 4.56990 -4.07550 -10.76977 -58.50208 1.46695
56 0.46713 10.07107 4.56919 -4.06564 -10.78534 -58.52676 1.49237
57 0.47548 10.06372 4.58556 -4.10197 -10.73673 -58.56706 1.47653
58 0.48382 10.07624 4.57632 -4.07314 -10.77746 -58.57556 1.51285
59 0.49216 10.07599 4.58405 -4.09498 -10.76050 -58.62175 1.50595
60 0.50050 10.07002 4.57838 -4.08297 -10.78580 -58.61226 1.52194
61 0.50884 10.08550 4.57537 -4.06800 -10.80939 -58.65677 1.52933
62 0.51718 10.10130 4.57356 -4.05532 -10.82641 -58.66078 1.58081
63 0.52553 10.07328 4.58812 -4.08733 -10.78194 -58.66628 1.54626
64 0.53387 10.07643 4.57789 -4.04284 -10.83295 -58.66211 1.57068
65 0.54221 10.06466 4.58809 -4.07068 -10.79693 -58.65176 1.58282
66 0.55055 10.05113 4.58099 -4.05163 -10.82580 -58.61859 1.59033
67 0.55889 10.05704 4.59245 -4.07153 -10.79438 -58.65611 1.59085
68 0.56723 10.05083 4.58487 -4.06312 -10.82531 -58.67703 1.56344
69 0.57558 10.03619 4.59524 -4.06615 -10.82549 -58.67850 1.54077
70 0.58392 10.07302 4.60639 -4.09201 -10.80451 -58.77469 1.55350
71 0.59226 10.06531 4.61832 -4.09561 -10.78444 -58.73799 1.57968
