Frame# Time pitch roll yaw tra_x tra_y tra_z
R01 R02 R03 T01 T02 T03
1 0.00834 11.41095 -3.37606 3.74478 -48.28684 47.71096 43.04255
2 0.01668 11.39516 -3.37523 3.72573 -48.25079 47.69309 42.98570
3 0.02503 11.40247 -3.38443 3.73688 -48.26620 47.68513 43.00801
4 0.03337 11.40371 -3.38733 3.72303 -48.23611 47.66647 42.97831
5 0.04171 11.37842 -3.39703 3.72951 -48.25684 47.71108 42.93818
6 0.05005 11.38456 -3.39305 3.71686 -48.24012 47.73489 42.95756
7 0.05839 11.37144 -3.39167 3.71472 -48.24200 47.76736 42.96141
8 0.06673 11.35252 -3.41709 3.76374 -48.31567 47.79410 42.95573
9 0.07508 11.36754 -3.42156 3.75373 -48.32041 47.78240 42.97306
10 0.08342 11.37095 -3.42374 3.74181 -48.31896 47.76746 42.96775
11 0.09176 11.38078 -3.41722 3.72155 -48.29940 47.76144 42.98792
12 0.10010 11.39482 -3.43713 3.75091 -48.35230 47.72433 42.99961
13 0.10844 11.41696 -3.43791 3.74765 -48.35209 47.71986 43.07633
14 0.11678 11.42710 -3.44162 3.75585 -48.37342 47.71879 43.14323
15 0.12513 11.42534 -3.42840 3.75074 -48.34776 47.71268 43.16856
16 0.13347 11.44216 -3.41897 3.75746 -48.33608 47.67667 43.19566
17 0.14181 11.46459 -3.40569 3.74938 -48.28750 47.61486 43.20680
18 0.15015 11.46874 -3.38726 3.73934 -48.25469 47.59031 43.21467
19 0.15849 11.47977 -3.38005 3.73431 -48.22872 47.56994 43.24482
20 0.16683 11.45572 -3.39655 3.75414 -48.26576 47.57157 43.22050
21 0.17518 11.44550 -3.40227 3.74730 -48.25387 47.56542 43.20558
22 0.18352 11.44206 -3.40623 3.74007 -48.24929 47.56329 43.19654
23 0.19186 11.45140 -3.39598 3.70875 -48.19463 47.54676 43.19654
24 0.20020 11.46125 -3.39406 3.70675 -48.18827 47.52445 43.19972
25 0.20854 11.47234 -3.40248 3.71547 -48.17538 47.49375 43.18785
26 0.21688 11.47578 -3.40077 3.71985 -48.16917 47.47040 43.15885
27 0.22523 11.47820 -3.41804 3.75118 -48.18922 47.44495 43.13575
28 0.23357 11.47458 -3.40832 3.73403 -48.15109 47.43882 43.11250
29 0.24191 11.46857 -3.40000 3.72420 -48.12457 47.44634 43.09449
30 0.25025 11.42642 -3.39937 3.71474 -48.09812 47.48019 43.02250
