Frame# Time pitch roll yaw tra_x tra_y tra_z
R01 R02 R03 T01 T02 T03
1 0.00834 38.66170 -4.02084 -11.41252 -8.36814 85.68872 49.97657
2 0.01668 38.67161 -3.99867 -11.41855 -8.34908 85.64429 49.96067
3 0.02503 38.67213 -4.02006 -11.39420 -8.38394 85.63266 49.95194
4 0.03337 38.68431 -4.03106 -11.39233 -8.39333 85.59983 49.93699
5 0.04171 38.69066 -4.03888 -11.38494 -8.39046 85.59598 49.95835
6 0.05005 38.68863 -4.03607 -11.39036 -8.37923 85.57686 49.93937
7 0.05839 38.69940 -4.05144 -11.38296 -8.39176 85.55373 49.94693
8 0.06673 38.70628 -4.04532 -11.39603 -8.35982 85.52594 49.95578
9 0.07508 38.68778 -4.06945 -11.38467 -8.36916 85.55828 49.92881
10 0.08342 38.68521 -4.06121 -11.39997 -8.33158 85.55268 49.93842
11 0.09176 38.67635 -4.08010 -11.38918 -8.34169 85.55016 49.91523
12 0.10010 38.68613 -4.07904 -11.40017 -8.32273 85.52123 49.90995
13 0.10844 38.68740 -4.07961 -11.39910 -8.30635 85.51041 49.88715
14 0.11678 38.68953 -4.08544 -11.40180 -8.28469 85.47506 49.82120
15 0.12513 38.67084 -4.08230 -11.40808 -8.25342 85.48545 49.80088
16 0.13347 38.67336 -4.10076 -11.39815 -8.26381 85.48293 49.79633
17 0.14181 38.65838 -4.08934 -11.41480 -8.21713 85.50374 49.79251
18 0.15015 38.68478 -4.09172 -11.41048 -8.20973 85.45498 49.79221
19 0.15849 38.67268 -4.07153 -11.42989 -8.15485 85.45572 49.78531
20 0.16683 38.67705 -4.07171 -11.44356 -8.13141 85.42823 49.76261
21 0.17518 38.67431 -4.07348 -11.43666 -8.11257 85.41117 49.76758
22 0.18352 38.67947 -4.06763 -11.43607 -8.08748 85.38042 49.76087
23 0.19186 38.68430 -4.06720 -11.43401 -8.08362 85.36689 49.75898
24 0.20020 38.68563 -4.04593 -11.44520 -8.03919 85.32375 49.75303
25 0.20854 38.67556 -4.04335 -11.43714 -8.01189 85.31290 49.73090
26 0.21688 38.68471 -4.01610 -11.46165 -7.96356 85.30112 49.70411
