Frame# Time pitch roll yaw tra_x tra_y tra_z
R01 R02 R03 T01 T02 T03
1 0.00834 -7.98901 -3.79535 -16.42346 -52.87054 -130.52053 -19.19184
2 0.01668 -7.99849 -3.79422 -16.41632 -52.90273 -130.55276 -19.21793
3 0.02503 -7.99380 -3.79504 -16.40638 -52.93533 -130.56530 -19.22678
4 0.03337 -7.99474 -3.79128 -16.42146 -52.94379 -130.55392 -19.23163
5 0.04171 -8.00465 -3.78348 -16.39286 -52.97511 -130.52988 -19.25153
6 0.05005 -8.00241 -3.77582 -16.38483 -53.00379 -130.53340 -19.26368
7 0.05839 -8.00121 -3.76474 -16.38764 -53.00536 -130.50920 -19.26612
8 0.06673 -7.99802 -3.75767 -16.39530 -53.00754 -130.51726 -19.26410
9 0.07508 -7.99172 -3.75098 -16.39895 -53.01257 -130.52631 -19.25922
10 0.08342 -7.98266 -3.74233 -16.38097 -53.05303 -130.54682 -19.24073
11 0.09176 -7.98739 -3.73190 -16.39410 -53.06037 -130.55970 -19.24430
12 0.10010 -7.99143 -3.73108 -16.40132 -53.08056 -130.57180 -19.24582
13 0.10844 -7.99909 -3.73076 -16.42313 -53.07118 -130.56551 -19.25406
14 0.11678 -7.99193 -3.73204 -16.43332 -53.09722 -130.58556 -19.23694
15 0.12513 -7.98452 -3.73065 -16.45272 -53.09716 -130.59399 -19.22077
16 0.13347 -7.98291 -3.73057 -16.45717 -53.12109 -130.61252 -19.21964
17 0.14181 -7.97140 -3.73130 -16.43302 -53.17996 -130.62587 -19.19474
18 0.15015 -7.96683 -3.72533 -16.43525 -53.18383 -130.63165 -19.17945
19 0.15849 -7.96381 -3.72732 -16.43601 -53.19328 -130.65168 -19.16321
20 0.16683 -7.95923 -3.72436 -16.42644 -53.19653 -130.63876 -19.15571
21 0.17518 -7.95514 -3.72559 -16.41748 -53.21089 -130.61544 -19.14499
22 0.18352 -7.96247 -3.72393 -16.41172 -53.20807 -130.58493 -19.15265
23 0.19186 -7.96215 -3.72242 -16.39967 -53.22736 -130.55012 -19.13663
24 0.20020 -7.94827 -3.72037 -16.39405 -53.25317 -130.55905 -19.12751
25 0.20854 -7.95800 -3.71884 -16.40775 -53.23539 -130.55376 -19.12796
26 0.21688 -7.95985 -3.71637 -16.41240 -53.22176 -130.54752 -19.13337
27 0.22523 -7.95514 -3.71516 -16.41073 -53.22488 -130.54715 -19.13389
28 0.23357 -7.95584 -3.71411 -16.41311 -53.22188 -130.53128 -19.13614
29 0.24191 -7.95831 -3.71351 -16.39886 -53.24291 -130.51789 -19.13392
30 0.25025 -7.95836 -3.71424 -16.37713 -53.26094 -130.48860 -19.13504
31 0.25859 -7.95274 -3.70991 -16.39515 -53.25689 -130.50037 -19.12833
32 0.26693 -7.94979 -3.71182 -16.39884 -53.25088 -130.48613 -19.12922
33 0.27528 -7.95294 -3.70952 -16.40440 -53.24806 -130.48238 -19.12946
34 0.28362 -7.95369 -3.70358 -16.40159 -53.24100 -130.46883 -19.13327
35 0.29196 -7.94962 -3.70201 -16.38959 -53.26485 -130.47131 -19.12824
36 0.30030 -7.94860 -3.70149 -16.37746 -53.27973 -130.45709 -19.13697
37 0.30864 -7.94948 -3.70046 -16.39187 -53.27254 -130.45284 -19.12665
38 0.31698 -7.94782 -3.69902 -16.38312 -53.27766 -130.44332 -19.12613
