Frame# Time pitch roll yaw tra_x tra_y tra_z
R01 R02 R03 T01 T02 T03
1 0.00834 2.51284 -7.06315 -15.44578 1.07604 -29.11087 -26.46868
2 0.01668 2.52705 -7.06519 -15.42186 1.04571 -29.10566 -26.43724
3 0.02503 2.58784 -7.06917 -15.42794 1.03233 -29.14446 -26.36000
4 0.03337 2.58285 -7.07146 -15.42721 1.02665 -29.10785 -26.34471
5 0.04171 2.58413 -7.07542 -15.43394 1.02431 -29.11459 -26.34114
6 0.05005 2.57388 -7.07557 -15.43756 1.04126 -29.08043 -26.33242
7 0.05839 2.56750 -7.08467 -15.44394 1.03924 -29.06531 -26.31954
8 0.06673 2.57337 -7.08901 -15.44768 1.03708 -29.01958 -26.28838
9 0.07508 2.60065 -7.09743 -15.43199 1.00355 -28.97393 -26.22316
10 0.08342 2.63338 -7.09748 -15.43367 0.99898 -28.98105 -26.17040
11 0.09176 2.63786 -7.09975 -15.40785 0.97327 -28.96208 -26.15242
12 0.10010 2.68457 -7.10062 -15.42570 0.96905 -29.01261 -26.09465
13 0.10844 2.74973 -7.09852 -15.43731 0.95122 -29.09797 -26.00640
14 0.11678 2.77600 -7.09961 -15.43983 0.94648 -29.07708 -25.94081
15 0.12513 2.78118 -7.10586 -15.43005 0.91863 -29.04235 -25.91762
16 0.13347 2.78324 -7.11099 -15.41023 0.87805 -28.93966 -25.83946
17 0.14181 2.80620 -7.10803 -15.43002 0.88344 -28.88335 -25.76421
18 0.15015 2.81332 -7.10008 -15.44006 0.88952 -28.80744 -25.69023
19 0.15849 2.80853 -7.09929 -15.42650 0.85721 -28.77562 -25.69387
20 0.16683 2.84436 -7.09395 -15.44445 0.85744 -28.78930 -25.63982
21 0.17518 2.86144 -7.09513 -15.43966 0.83212 -28.79166 -25.60939
22 0.18352 2.88261 -7.08041 -15.45439 0.85284 -28.80546 -25.56462
23 0.19186 2.89463 -7.07386 -15.46175 0.83810 -28.82341 -25.55132
24 0.20020 2.88640 -7.07154 -15.44290 0.81590 -28.77988 -25.53578
25 0.20854 2.90275 -7.05843 -15.44256 0.82041 -28.72062 -25.46538
26 0.21688 2.97472 -7.05692 -15.40460 0.76664 -28.69021 -25.28450
27 0.22523 3.03724 -7.05327 -15.40725 0.72113 -28.73348 -25.18419
28 0.23357 3.06271 -7.04504 -15.40132 0.70274 -28.76932 -25.15483
29 0.24191 3.09210 -7.03824 -15.39080 0.66122 -28.81017 -25.15233
30 0.25025 3.13261 -7.02713 -15.38296 0.64871 -28.84966 -25.08425
31 0.25859 3.16165 -7.01822 -15.40520 0.66418 -28.86550 -25.04198
32 0.26693 3.15484 -7.01716 -15.37607 0.62426 -28.84148 -25.02614
33 0.27528 3.15781 -7.01017 -15.37757 0.63387 -28.78179 -24.98415
34 0.28362 3.19277 -7.00089 -15.37636 0.60600 -28.82683 -24.93675
35 0.29196 3.20387 -6.99287 -15.39644 0.63305 -28.72491 -24.84593
36 0.30030 3.25801 -6.97342 -15.40278 0.61209 -28.79394 -24.77925
37 0.30864 3.21455 -6.96142 -15.43649 0.70047 -28.56406 -24.70223
38 0.31698 3.25594 -6.96232 -15.42348 0.63846 -28.67747 -24.72643
39 0.32533 3.20980 -6.95908 -15.42214 0.68607 -28.47399 -24.68743
40 0.33367 3.27089 -6.97054 -15.39840 0.60397 -28.66087 -24.72454
41 0.34201 3.23050 -6.96826 -15.40134 0.65659 -28.48937 -24.67000
42 0.35035 3.27812 -6.97959 -15.37660 0.57819 -28.65092 -24.70146
43 0.35869 3.22967 -6.97823 -15.39862 0.64852 -28.49101 -24.66683
44 0.36703 3.29046 -6.99355 -15.36970 0.54907 -28.66391 -24.68828
45 0.37538 3.24114 -6.98756 -15.40898 0.63474 -28.48629 -24.64864
46 0.38372 3.28550 -6.99955 -15.38543 0.54483 -28.65176 -24.68178
47 0.39206 3.23743 -6.99218 -15.43033 0.64877 -28.47944 -24.65084
48 0.40040 3.28599 -7.00299 -15.39670 0.56042 -28.63273 -24.67830
49 0.40874 3.32390 -6.99709 -15.41577 0.55694 -28.70842 -24.65023
50 0.41708 3.35620 -6.99482 -15.42004 0.52216 -28.83363 -24.68337
51 0.42543 3.27698 -6.98524 -15.43301 0.59341 -28.60170 -24.65023
52 0.43377 3.30336 -6.99037 -15.40799 0.51820 -28.71714 -24.67571
53 0.44211 3.21613 -6.98247 -15.43314 0.61266 -28.46334 -24.64775
54 0.45045 3.26541 -6.98627 -15.39825 0.52337 -28.63023 -24.67626
55 0.45879 3.21861 -6.96966 -15.42431 0.58855 -28.46607 -24.63857
56 0.46713 3.27007 -6.96319 -15.40311 0.50393 -28.68359 -24.68132
57 0.47548 3.30260 -6.94856 -15.41795 0.49313 -28.75307 -24.65895
58 0.48382 3.33789 -6.94293 -15.40024 0.43263 -28.89365 -24.67412
59 0.49216 3.34378 -6.92915 -15.41122 0.43947 -28.95754 -24.65962
60 0.50050 3.32887 -6.92173 -15.39769 0.40289 -28.96161 -24.68953
61 0.50884 3.33989 -6.91347 -15.39379 0.37605 -28.98471 -24.68199
62 0.51718 3.34215 -6.90356 -15.37643 0.32619 -29.03129 -24.70314
63 0.52553 3.29179 -6.90091 -15.33836 0.28305 -28.97739 -24.76021
64 0.53387 3.31319 -6.89681 -15.32663 0.24352 -28.99178 -24.73076
65 0.54221 3.31362 -6.88602 -15.33445 0.23943 -29.01886 -24.73924
66 0.55055 3.30818 -6.88776 -15.32298 0.19382 -29.02562 -24.75493
67 0.55889 3.23951 -6.88901 -15.28819 0.15847 -28.94145 -24.83797
68 0.56723 3.23629 -6.88882 -15.27838 0.11302 -28.90032 -24.82805
69 0.57558 3.19788 -6.87726 -15.28233 0.12312 -28.85816 -24.87371
70 0.58392 3.22140 -6.87774 -15.23850 0.03251 -28.92653 -24.88805
71 0.59226 3.18552 -6.87356 -15.21712 0.01244 -28.89992 -24.94710
72 0.60060 3.19931 -6.85770 -15.21177 -0.01253 -28.98912 -24.96825
73 0.60894 3.14182 -6.86608 -15.16175 -0.06834 -28.86266 -25.01534
74 0.61728 3.15057 -6.85356 -15.19182 -0.05322 -28.89587 -25.01409
75 0.62563 3.12921 -6.84967 -15.18098 -0.07932 -28.86263 -25.03581
76 0.63397 3.12690 -6.85091 -15.16480 -0.12487 -28.85290 -25.04421
77 0.64231 3.12666 -6.83577 -15.17974 -0.14114 -28.87403 -25.07161
78 0.65065 3.12015 -6.82241 -15.16741 -0.15942 -28.85416 -25.06600
79 0.65899 3.10519 -6.80805 -15.17058 -0.17571 -28.84400 -25.10643
