Frame# Time pitch roll yaw tra_x tra_y tra_z
R01 R02 R03 T01 T02 T03
1 0.00834 -2.74616 -3.95016 -25.79508 2.19306 -20.60594 -23.34834
2 0.01668 -2.90962 -3.96710 -25.65551 1.63816 -20.93468 -23.79555
3 0.02503 -3.16089 -3.96244 -25.57747 1.18451 -21.31180 -24.43807
4 0.03337 -3.43020 -3.99073 -25.42929 0.68490 -21.56691 -25.07112
5 0.04171 -3.67161 -3.99223 -25.31219 0.22564 -21.86103 -25.68819
6 0.05005 -3.92956 -4.00087 -25.17352 -0.22100 -22.06904 -26.26793
7 0.05839 -4.18202 -4.00432 -25.09355 -0.61955 -22.39824 -26.90019
8 0.06673 -4.41812 -4.00498 -24.99580 -1.01121 -22.65988 -27.45207
9 0.07508 -4.64599 -4.01328 -24.90239 -1.45521 -23.02221 -28.04286
10 0.08342 -4.90255 -4.01230 -24.71298 -1.90963 -23.13112 -28.59191
11 0.09176 -5.06113 -3.99776 -24.62046 -2.32019 -23.44829 -29.04704
12 0.10010 -5.33074 -3.99413 -24.60781 -2.57153 -23.68450 -29.66640
13 0.10844 -5.48760 -3.98064 -24.50322 -3.00463 -23.99483 -30.11855
14 0.11678 -5.66214 -3.97729 -24.35436 -3.46502 -24.23907 -30.58849
15 0.12513 -5.87172 -3.96122 -24.25008 -3.80717 -24.37224 -31.03822
16 0.13347 -6.04662 -3.92661 -24.12690 -4.15052 -24.49561 -31.42366
17 0.14181 -6.21093 -3.91087 -23.99053 -4.58076 -24.68899 -31.83431
18 0.15015 -6.36251 -3.88035 -23.92872 -4.88938 -24.85974 -32.20760
19 0.15849 -6.51330 -3.84980 -23.82230 -5.25492 -24.95538 -32.54653
20 0.16683 -6.72023 -3.80387 -23.65183 -5.62205 -25.02685 -32.98735
21 0.17518 -6.87315 -3.75425 -23.54220 -5.92074 -25.09213 -33.31810
22 0.18352 -6.98404 -3.72000 -23.47120 -6.20773 -25.19247 -33.58351
23 0.19186 -7.05192 -3.67526 -23.35551 -6.58291 -25.42514 -33.84545
24 0.20020 -7.20674 -3.65808 -23.20424 -6.95800 -25.52436 -34.25444
25 0.20854 -7.30853 -3.62605 -23.12535 -7.21900 -25.56798 -34.46941
26 0.21688 -7.36103 -3.58730 -22.98130 -7.54478 -25.57422 -34.60350
27 0.22523 -7.45102 -3.55740 -22.92206 -7.77084 -25.61135 -34.80803
28 0.23357 -7.53363 -3.53640 -22.86003 -8.00335 -25.61644 -34.97627
29 0.24191 -7.61372 -3.53126 -22.78327 -8.25466 -25.61808 -35.17088
30 0.25025 -7.74992 -3.52228 -22.61371 -8.54621 -25.49089 -35.40193
31 0.25859 -7.75840 -3.50684 -22.51423 -8.78619 -25.49926 -35.43816
32 0.26693 -7.78885 -3.49833 -22.38494 -9.03192 -25.48093 -35.52965
33 0.27528 -7.81669 -3.48945 -22.26057 -9.27911 -25.42765 -35.57442
34 0.28362 -7.87505 -3.49247 -22.22443 -9.43621 -25.41973 -35.70778
35 0.29196 -7.94916 -3.50764 -22.12124 -9.63348 -25.26503 -35.81346
36 0.30030 -7.94903 -3.50565 -22.09237 -9.76617 -25.25112 -35.82439
37 0.30864 -7.98034 -3.52375 -22.04477 -9.94017 -25.20258 -35.87816
