Frame# Time pitch roll yaw tra_x tra_y tra_z
R01 R02 R03 T01 T02 T03
1 0.00834 6.82900 -4.13764 -6.67901 -0.25258 -91.93799 -29.90585
2 0.01668 6.83792 -4.12582 -6.68063 -0.25787 -91.89366 -29.88721
3 0.02503 6.85159 -4.11968 -6.66141 -0.28197 -91.82134 -29.83948
4 0.03337 6.86071 -4.11018 -6.66677 -0.27756 -91.72407 -29.78177
5 0.04171 6.85782 -4.11326 -6.65224 -0.30988 -91.63565 -29.74573
6 0.05005 6.85975 -4.09517 -6.66845 -0.29312 -91.56137 -29.70410
7 0.05839 6.85770 -4.09222 -6.67889 -0.29163 -91.48329 -29.66040
8 0.06673 6.88907 -4.07677 -6.70157 -0.25562 -91.49274 -29.63013
9 0.07508 6.87185 -4.05136 -6.81380 -0.27251 -91.47965 -29.53275
10 0.08342 6.90473 -4.04488 -6.83132 -0.24998 -91.43746 -29.43866
11 0.09176 6.91204 -4.05914 -6.82131 -0.26035 -91.37972 -29.36551
12 0.10010 6.91874 -4.06514 -6.80676 -0.25796 -91.35228 -29.32916
13 0.10844 6.92503 -4.07418 -6.80772 -0.25642 -91.29356 -29.26337
14 0.11678 6.96157 -4.07386 -6.80494 -0.24507 -91.23148 -29.12686
15 0.12513 6.98584 -4.07594 -6.81449 -0.21251 -91.17568 -29.01340
16 0.13347 7.01948 -4.06117 -6.87024 -0.11197 -91.21568 -28.96866
17 0.14181 7.04707 -4.07382 -6.85488 -0.09856 -91.25452 -28.92752
18 0.15015 7.09727 -4.08689 -6.83932 -0.08412 -91.27484 -28.82803
19 0.15849 7.11405 -4.09922 -6.82183 -0.07257 -91.24036 -28.75366
20 0.16683 7.08999 -4.11254 -6.81000 -0.03590 -91.14519 -28.73413
21 0.17518 7.09884 -4.11550 -6.79636 0.00285 -91.14217 -28.70871
22 0.18352 7.10061 -4.10856 -6.82340 0.05600 -91.16773 -28.70914
