Frame# Time pitch roll yaw tra_x tra_y tra_z
R01 R02 R03 T01 T02 T03
1 0.00834 -14.73537 -0.08903 -4.28991 -9.57132 -84.50610 -38.61906
2 0.01668 -14.73888 -0.08958 -4.31583 -9.54674 -84.50478 -38.60014
3 0.02503 -14.71278 -0.09848 -4.32149 -9.56804 -84.53039 -38.54567
4 0.03337 -14.68341 -0.10929 -4.34037 -9.56397 -84.55187 -38.47884
5 0.04171 -14.66239 -0.10878 -4.33608 -9.58113 -84.57519 -38.43584
6 0.05005 -14.66225 -0.11173 -4.34702 -9.56807 -84.56702 -38.42674
7 0.05839 -14.66252 -0.11056 -4.35209 -9.57344 -84.57131 -38.42503
8 0.06673 -14.64331 -0.10705 -4.34120 -9.59184 -84.56296 -38.39452
9 0.07508 -14.65397 -0.11206 -4.33907 -9.60915 -84.50114 -38.37675
10 0.08342 -14.65661 -0.12237 -4.30702 -9.65616 -84.48891 -38.35915
11 0.09176 -14.66333 -0.12520 -4.28746 -9.67623 -84.47887 -38.36058
12 0.10010 -14.66360 -0.13463 -4.29529 -9.67047 -84.49113 -38.35072
13 0.10844 -14.64878 -0.13370 -4.28710 -9.68601 -84.49941 -38.31355
14 0.11678 -14.65204 -0.13832 -4.27732 -9.69917 -84.50852 -38.31416
15 0.12513 -14.65053 -0.14163 -4.27622 -9.69579 -84.50605 -38.30577
16 0.13347 -14.65401 -0.14482 -4.26171 -9.70825 -84.49126 -38.30440
17 0.14181 -14.65482 -0.13689 -4.22769 -9.73181 -84.46770 -38.29695
18 0.15015 -14.66011 -0.13912 -4.23524 -9.71629 -84.43444 -38.29369
19 0.15849 -14.65548 -0.13635 -4.22768 -9.71378 -84.44770 -38.29344
20 0.16683 -14.66717 -0.14408 -4.24328 -9.67858 -84.43630 -38.29661
21 0.17518 -14.67028 -0.14655 -4.24646 -9.64804 -84.42985 -38.30711
22 0.18352 -14.66119 -0.14593 -4.20686 -9.66628 -84.42561 -38.29420
23 0.19186 -14.66741 -0.14343 -4.18704 -9.66408 -84.40400 -38.31074
24 0.20020 -14.67704 -0.14986 -4.17834 -9.65012 -84.37713 -38.32371
25 0.20854 -14.67123 -0.15502 -4.18988 -9.61627 -84.36745 -38.32646
26 0.21688 -14.65810 -0.16421 -4.19968 -9.58083 -84.40200 -38.33125
27 0.22523 -14.64454 -0.17920 -4.19190 -9.56970 -84.42785 -38.33244
28 0.23357 -14.63846 -0.19151 -4.19780 -9.54257 -84.45747 -38.34315
29 0.24191 -14.64278 -0.20002 -4.22599 -9.47832 -84.41061 -38.35902
30 0.25025 -14.64844 -0.20747 -4.23580 -9.42473 -84.38084 -38.37175
31 0.25859 -14.64281 -0.21073 -4.26184 -9.34879 -84.36954 -38.35951
32 0.26693 -14.63883 -0.21735 -4.29011 -9.27451 -84.38929 -38.35399
33 0.27528 -14.64759 -0.22431 -4.31027 -9.19431 -84.34576 -38.34959
34 0.28362 -14.63729 -0.22972 -4.31370 -9.14839 -84.35328 -38.33101
35 0.29196 -14.64103 -0.23515 -4.32126 -9.10909 -84.33649 -38.30748
36 0.30030 -14.64462 -0.24194 -4.35141 -9.04988 -84.32665 -38.29460
37 0.30864 -14.66866 -0.24901 -4.34327 -9.03095 -84.28443 -38.31346
38 0.31698 -14.65571 -0.25762 -4.35027 -8.99669 -84.24129 -38.27806
39 0.32533 -14.65170 -0.26714 -4.35169 -8.98003 -84.26965 -38.26881
40 0.33367 -14.63704 -0.27039 -4.33106 -8.97045 -84.22530 -38.22874
41 0.34201 -14.63062 -0.27918 -4.37754 -8.87631 -84.16090 -38.18858
42 0.35035 -14.61197 -0.27842 -4.37578 -8.83083 -84.10534 -38.13859
43 0.35869 -14.60826 -0.28701 -4.39796 -8.77141 -84.04249 -38.11348
44 0.36703 -14.59240 -0.28520 -4.37633 -8.77411 -84.02386 -38.08198
45 0.37538 -14.60545 -0.29346 -4.39220 -8.73674 -83.96719 -38.09602
46 0.38372 -14.54529 -0.30202 -4.37078 -8.75186 -83.95005 -37.98921
47 0.39206 -14.55899 -0.30968 -4.38242 -8.72208 -83.92037 -38.00880
48 0.40040 -14.53350 -0.31746 -4.39542 -8.67984 -83.82180 -37.93605
49 0.40874 -14.52821 -0.32310 -4.41510 -8.61386 -83.71836 -37.90956
50 0.41708 -14.53405 -0.32221 -4.42301 -8.56560 -83.65148 -37.90864
