Frame# Time pitch roll yaw tra_x tra_y tra_z
R01 R02 R03 T01 T02 T03
1 0.00834 7.87713 -12.38698 -19.44530 37.29075 -2.95848 -0.12980
2 0.01668 7.87632 -12.37810 -19.47450 37.33085 -3.01076 -0.14842
3 0.02503 7.87709 -12.38643 -19.46712 37.33267 -2.99511 -0.11781
4 0.03337 7.84948 -12.41164 -19.43839 37.29517 -3.00459 -0.15547
5 0.04171 7.85971 -12.43094 -19.40994 37.25875 -3.00670 -0.12574
6 0.05005 7.84791 -12.42670 -19.44341 37.28687 -3.02354 -0.13844
7 0.05839 7.85945 -12.42478 -19.46122 37.30729 -3.05893 -0.12397
8 0.06673 7.83077 -12.43208 -19.45262 37.31283 -3.06167 -0.15534
9 0.07508 7.83831 -12.42647 -19.47908 37.33931 -3.08205 -0.14036
10 0.08342 7.84953 -12.43250 -19.48873 37.33001 -3.12993 -0.13581
11 0.09176 7.82529 -12.44445 -19.45276 37.31905 -3.08724 -0.14509
12 0.10010 7.80407 -12.46040 -19.41021 37.29104 -3.05830 -0.16938
13 0.10844 7.78191 -12.46239 -19.40733 37.32282 -3.02580 -0.20033
14 0.11678 7.80117 -12.46661 -19.41427 37.33123 -3.06726 -0.20307
15 0.12513 7.83125 -12.44860 -19.45827 37.37747 -3.11181 -0.20710
16 0.13347 7.83964 -12.45224 -19.45616 37.36956 -3.12984 -0.21839
17 0.14181 7.83019 -12.44472 -19.47887 37.40809 -3.12951 -0.25111
18 0.15015 7.82672 -12.44838 -19.46237 37.41214 -3.07581 -0.23060
19 0.15849 7.80459 -12.44719 -19.47357 37.44993 -3.06524 -0.26713
20 0.16683 7.81436 -12.45120 -19.45503 37.43477 -3.09141 -0.29023
21 0.17518 7.80106 -12.45395 -19.42720 37.41633 -3.05870 -0.30891
22 0.18352 7.80722 -12.44725 -19.42665 37.43320 -3.06163 -0.30546
23 0.19186 7.78834 -12.44073 -19.40869 37.43459 -3.07400 -0.35832
24 0.20020 7.80822 -12.43655 -19.40948 37.42371 -3.10092 -0.36332
25 0.20854 7.76660 -12.42751 -19.42767 37.47285 -3.03594 -0.38682
26 0.21688 7.77424 -12.43274 -19.41549 37.47204 -3.03021 -0.37617
27 0.22523 7.77688 -12.42733 -19.43285 37.49366 -3.06346 -0.38822
28 0.23357 7.76805 -12.44626 -19.38705 37.44462 -3.05905 -0.40132
29 0.24191 7.78416 -12.43158 -19.42174 37.47945 -3.10694 -0.39680
30 0.25025 7.81072 -12.42937 -19.43408 37.49433 -3.13450 -0.36750
31 0.25859 7.79167 -12.43944 -19.42256 37.48734 -3.08458 -0.36369
32 0.26693 7.80078 -12.44023 -19.40573 37.47238 -3.07168 -0.34861
33 0.27528 7.79632 -12.44974 -19.37490 37.43324 -3.01139 -0.32298
34 0.28362 7.80622 -12.44213 -19.38193 37.45173 -3.01616 -0.31919
35 0.29196 7.80825 -12.43262 -19.39362 37.46618 -3.01502 -0.31697
36 0.30030 7.84335 -12.42883 -19.39279 37.45874 -3.07741 -0.29750
37 0.30864 7.82981 -12.42386 -19.40071 37.47014 -3.06133 -0.30555
38 0.31698 7.83679 -12.43026 -19.36946 37.44139 -3.09141 -0.30897
39 0.32533 7.85241 -12.41353 -19.40172 37.49556 -3.10923 -0.27149
40 0.33367 7.83676 -12.42471 -19.38056 37.48817 -3.07802 -0.27723
41 0.34201 7.83204 -12.42495 -19.36650 37.49164 -3.08613 -0.29716
42 0.35035 7.84329 -12.42727 -19.36648 37.50467 -3.07965 -0.27290
43 0.35869 7.81741 -12.44408 -19.32731 37.48888 -3.03866 -0.28977
44 0.36703 7.81472 -12.44987 -19.33020 37.49646 -3.04008 -0.29695
45 0.37538 7.83481 -12.44981 -19.33003 37.49309 -3.06705 -0.27815
46 0.38372 7.86264 -12.44172 -19.35726 37.52723 -3.09912 -0.23954
47 0.39206 7.84863 -12.44559 -19.35072 37.53895 -3.10837 -0.27018
48 0.40040 7.87951 -12.44638 -19.34738 37.52826 -3.14638 -0.22492
49 0.40874 7.90935 -12.43658 -19.37289 37.55181 -3.21705 -0.21528
50 0.41708 7.91562 -12.43728 -19.37706 37.56636 -3.23141 -0.21391
51 0.42543 7.90394 -12.43894 -19.39662 37.60040 -3.19209 -0.18858
52 0.43377 7.90132 -12.43746 -19.40005 37.60639 -3.19566 -0.18458
53 0.44211 7.88422 -12.43571 -19.40182 37.61866 -3.14952 -0.17832
54 0.45045 7.87825 -12.43416 -19.38827 37.60458 -3.13646 -0.18098
55 0.45879 7.88205 -12.43397 -19.38199 37.58223 -3.12317 -0.17689
56 0.46713 7.89614 -12.41876 -19.40716 37.59581 -3.13716 -0.18254
57 0.47548 7.90242 -12.40154 -19.43576 37.61438 -3.15761 -0.18498
58 0.48382 7.90263 -12.39029 -19.42707 37.59913 -3.15052 -0.18867
59 0.49216 7.89336 -12.38914 -19.40325 37.57052 -3.11893 -0.19248
