Frame# Time pitch roll yaw tra_x tra_y tra_z
R01 R02 R03 T01 T02 T03
1 0.00834 4.88628 1.51820 2.67253 -43.50912 -118.48787 24.55852
2 0.01668 4.86128 1.50350 2.68783 -43.54869 -118.50024 24.50151
3 0.02503 4.85739 1.49503 2.67747 -43.53882 -118.55853 24.45742
4 0.03337 4.84539 1.49533 2.65540 -43.51877 -118.54083 24.45784
5 0.04171 4.79910 1.48410 2.65945 -43.52701 -118.51430 24.39705
6 0.05005 4.78025 1.47790 2.67339 -43.54060 -118.51140 24.36553
7 0.05839 4.75304 1.47193 2.65788 -43.52211 -118.54520 24.30135
8 0.06673 4.72572 1.47117 2.64663 -43.50768 -118.54518 24.25899
9 0.07508 4.73909 1.46911 2.63876 -43.49608 -118.57693 24.27941
10 0.08342 4.72290 1.46237 2.65242 -43.51880 -118.59830 24.25328
11 0.09176 4.69601 1.45990 2.65712 -43.52277 -118.59901 24.20638
12 0.10010 4.69582 1.45732 2.67102 -43.53839 -118.61865 24.19493
13 0.10844 4.67457 1.45733 2.63818 -43.51292 -118.62404 24.16945
14 0.11678 4.69173 1.44979 2.65780 -43.55386 -118.70239 24.16847
15 0.12513 4.69146 1.46539 2.60920 -43.49496 -118.74068 24.14977
16 0.13347 4.70257 1.45472 2.63796 -43.53807 -118.81439 24.12578
17 0.14181 4.68482 1.46373 2.62870 -43.51302 -118.77046 24.11504
18 0.15015 4.68114 1.47015 2.62359 -43.49889 -118.82075 24.06545
19 0.15849 4.70065 1.47123 2.63904 -43.52283 -118.90304 24.04656
20 0.16683 4.65738 1.48136 2.62937 -43.51257 -118.86470 23.96956
21 0.17518 4.62424 1.48631 2.63496 -43.52934 -118.83909 23.92281
22 0.18352 4.62074 1.48759 2.64224 -43.54520 -118.85194 23.90261
23 0.19186 4.59168 1.49713 2.64601 -43.54858 -118.85345 23.85253
24 0.20020 4.59507 1.51084 2.62511 -43.53973 -118.90355 23.83641
25 0.20854 4.57574 1.50991 2.64466 -43.57698 -118.95132 23.76308
26 0.21688 4.57684 1.52849 2.62256 -43.53207 -118.95277 23.77947
27 0.22523 4.55179 1.52601 2.63791 -43.55635 -118.97107 23.72814
28 0.23357 4.54498 1.51988 2.64598 -43.57567 -118.96106 23.72002
29 0.24191 4.51696 1.52416 2.65514 -43.58925 -118.93843 23.68044
30 0.25025 4.48918 1.51337 2.69444 -43.63947 -118.88949 23.63823
31 0.25859 4.46255 1.52407 2.67337 -43.62009 -118.84885 23.60433
32 0.26693 4.44076 1.52954 2.65525 -43.60165 -118.78532 23.58962
33 0.27528 4.42103 1.52432 2.65312 -43.61452 -118.76698 23.55217
34 0.28362 4.42087 1.50642 2.66406 -43.63261 -118.73085 23.55776
35 0.29196 4.40364 1.49298 2.64470 -43.62599 -118.77174 23.48982
36 0.30030 4.40399 1.48122 2.64378 -43.61937 -118.76135 23.49718
37 0.30864 4.39592 1.47212 2.63518 -43.62048 -118.78871 23.46257
38 0.31698 4.38333 1.46210 2.62805 -43.60883 -118.74083 23.45336
39 0.32533 4.36151 1.44838 2.63378 -43.62436 -118.74740 23.39073
40 0.33367 4.34077 1.45061 2.61877 -43.60106 -118.69983 23.36806
41 0.34201 4.31909 1.45092 2.60697 -43.58804 -118.71533 23.29698
42 0.35035 4.30277 1.45403 2.58748 -43.56462 -118.75183 23.22371
43 0.35869 4.32553 1.45655 2.58769 -43.56670 -118.79986 23.24224
44 0.36703 4.30479 1.45829 2.57725 -43.54831 -118.81645 23.18242
45 0.37538 4.31390 1.45643 2.58144 -43.55426 -118.80878 23.22032
46 0.38372 4.28320 1.45386 2.55607 -43.52238 -118.79591 23.17958
47 0.39206 4.26608 1.43826 2.60705 -43.59633 -118.79423 23.18685
48 0.40040 4.26155 1.43964 2.56749 -43.53404 -118.87138 23.14223
49 0.40874 4.25853 1.44963 2.53553 -43.48744 -118.87897 23.16152
50 0.41708 4.25215 1.44794 2.52528 -43.46442 -118.92166 23.12630
51 0.42543 4.23524 1.44807 2.54121 -43.47984 -118.93672 23.11022
52 0.43377 4.23366 1.43677 2.57189 -43.51712 -118.98413 23.09218
53 0.44211 4.23426 1.44158 2.56771 -43.49507 -119.01227 23.09404
54 0.45045 4.23182 1.44099 2.55122 -43.46098 -119.03670 23.07768
55 0.45879 4.23177 1.44575 2.55775 -43.46146 -119.10026 23.04610
56 0.46713 4.21295 1.45754 2.53509 -43.41292 -119.12518 22.99101
57 0.47548 4.18607 1.46320 2.53522 -43.40082 -119.16322 22.89720
58 0.48382 4.15892 1.47078 2.51595 -43.35530 -119.17091 22.85030
59 0.49216 4.14394 1.46686 2.51412 -43.35686 -119.15945 22.83199
60 0.50050 4.13423 1.47486 2.47791 -43.30866 -119.16997 22.78621
61 0.50884 4.10874 1.48359 2.43110 -43.23682 -119.17636 22.72805
62 0.51718 4.08859 1.48226 2.41217 -43.20219 -119.20637 22.67662
63 0.52553 4.06215 1.48546 2.38163 -43.15506 -119.24167 22.60393
