Frame# Time pitch roll yaw tra_x tra_y tra_z
R01 R02 R03 T01 T02 T03
1 0.00834 43.24448 2.15685 -8.58611 -35.44259 -50.13491 27.97166
2 0.01668 43.25147 2.19404 -8.60349 -35.40329 -50.14716 27.98972
3 0.02503 43.24307 2.21040 -8.61950 -35.38353 -50.16273 27.94862
4 0.03337 43.22634 2.18597 -8.60263 -35.42740 -50.10540 27.97297
5 0.04171 43.22569 2.17303 -8.59338 -35.44587 -50.10647 27.97245
6 0.05005 43.21369 2.13526 -8.57243 -35.49657 -50.07244 28.02604
7 0.05839 43.20886 2.09088 -8.54886 -35.53818 -50.06142 28.02537
8 0.06673 43.21680 2.13063 -8.59455 -35.46488 -50.07943 28.04792
9 0.07508 43.23283 2.11720 -8.61685 -35.46670 -50.10872 28.06370
10 0.08342 43.22238 2.15271 -8.67823 -35.40969 -50.10320 28.05912
11 0.09176 43.21653 2.12559 -8.70433 -35.42530 -50.09562 28.06684
12 0.10010 43.22823 2.11458 -8.72274 -35.43097 -50.10364 28.08247
13 0.10844 43.28540 2.09001 -8.72990 -35.47584 -50.17322 28.12971
14 0.11678 43.23458 2.12261 -8.77393 -35.42741 -50.09763 28.12223
15 0.12513 43.26490 2.11858 -8.77731 -35.45204 -50.14853 28.14021
16 0.13347 43.25157 2.12487 -8.78716 -35.45031 -50.12241 28.15061
17 0.14181 43.27314 2.08008 -8.75069 -35.53748 -50.13144 28.20515
18 0.15015 43.28540 2.05279 -8.71591 -35.61888 -50.14219 28.20936
19 0.15849 43.32440 2.05566 -8.69930 -35.66999 -50.19137 28.25657
20 0.16683 43.35594 2.04386 -8.67953 -35.73699 -50.23490 28.23612
21 0.17518 43.34410 1.97827 -8.61334 -35.87443 -50.19596 28.25453
22 0.18352 43.30832 1.98594 -8.60734 -35.91809 -50.14570 28.19917
23 0.19186 43.30670 2.01185 -8.60473 -35.93224 -50.11590 28.28452
24 0.20020 43.29892 2.03798 -8.59984 -35.93960 -50.10259 28.27110
25 0.20854 43.32912 2.03164 -8.56530 -36.00725 -50.13613 28.29664
26 0.21688 43.33024 2.04737 -8.54753 -36.03997 -50.14319 28.28678
27 0.22523 43.34153 2.05244 -8.52944 -36.07962 -50.18450 28.25401
28 0.23357 43.31837 2.06992 -8.52635 -36.07847 -50.16164 28.24253
29 0.24191 43.26822 2.09072 -8.53011 -36.06350 -50.08913 28.23087
30 0.25025 43.24660 2.11431 -8.54230 -36.05018 -50.07763 28.14555
31 0.25859 43.23867 2.12173 -8.53386 -36.05028 -50.07612 28.10844
32 0.26693 43.23307 2.13418 -8.53219 -36.04101 -50.07145 28.08741
33 0.27528 43.24621 2.14008 -8.52854 -36.04080 -50.09740 28.09055
34 0.28362 43.25341 2.14614 -8.53359 -36.04970 -50.11190 28.07740
35 0.29196 43.21708 2.14576 -8.54473 -36.03838 -50.07284 28.04551
36 0.30030 43.17809 2.13220 -8.52209 -36.04300 -50.03267 28.00504
37 0.30864 43.19375 2.13709 -8.51345 -36.04027 -50.08779 27.96974
38 0.31698 43.16984 2.14247 -8.51791 -36.02517 -50.08880 27.93916
39 0.32533 43.17196 2.11112 -8.50492 -36.06497 -50.11381 27.92219
40 0.33367 43.19090 2.10335 -8.50973 -36.07953 -50.15699 27.90492
41 0.34201 43.18990 2.06618 -8.50125 -36.14180 -50.16205 27.90940
42 0.35035 43.24736 2.06909 -8.51232 -36.14666 -50.26336 27.91615
43 0.35869 43.26742 2.04805 -8.50747 -36.18122 -50.30327 27.91126
44 0.36703 43.27900 2.02958 -8.50428 -36.20591 -50.33394 27.91187
45 0.37538 43.26197 2.01700 -8.49955 -36.22445 -50.32212 27.90168
46 0.38372 43.28143 1.97751 -8.48344 -36.29548 -50.35683 27.94047
47 0.39206 43.29398 1.96436 -8.48518 -36.32551 -50.40182 27.95884
48 0.40040 43.30557 1.95586 -8.50008 -36.34615 -50.42953 27.97608
49 0.40874 43.29412 1.91463 -8.49395 -36.39367 -50.41021 27.99305
50 0.41708 43.25861 1.93845 -8.51339 -36.35850 -50.38732 27.96449
51 0.42543 43.25858 1.93730 -8.52110 -36.36056 -50.39428 27.95298
52 0.43377 43.26923 1.91563 -8.51126 -36.38723 -50.41704 27.98045
53 0.44211 43.27105 1.90482 -8.51300 -36.39418 -50.42495 27.99101
54 0.45045 43.26917 1.89853 -8.51494 -36.39741 -50.42899 27.99449
55 0.45879 43.27291 1.91921 -8.54002 -36.36381 -50.44584 27.96671
56 0.46713 43.25533 1.93959 -8.55784 -36.32189 -50.42862 27.95017
57 0.47548 43.25756 1.90451 -8.54134 -36.36081 -50.42731 27.98042
58 0.48382 43.27230 1.91424 -8.53586 -36.34153 -50.46276 27.97331
59 0.49216 43.27589 1.90918 -8.52863 -36.33552 -50.47475 27.95301
60 0.50050 43.26723 1.90348 -8.52745 -36.32506 -50.47397 27.94425
61 0.50884 43.27004 1.91942 -8.53450 -36.28277 -50.49431 27.88822
62 0.51718 43.25467 1.90888 -8.53342 -36.28212 -50.47922 27.85874
63 0.52553 43.27354 1.88876 -8.52972 -36.29033 -50.50094 27.86198
64 0.53387 43.23802 1.87207 -8.53326 -36.29204 -50.43477 27.84266
65 0.54221 43.22030 1.94408 -8.59878 -36.15884 -50.43291 27.82420
66 0.55055 43.24121 1.94605 -8.60320 -36.15219 -50.47236 27.80021
67 0.55889 43.21584 1.96634 -8.61902 -36.10976 -50.44771 27.78385
68 0.56723 43.22133 1.93985 -8.61710 -36.14064 -50.44268 27.77290
69 0.57558 43.22406 1.92057 -8.61494 -36.16294 -50.44213 27.78425
70 0.58392 43.24500 1.90689 -8.59744 -36.17985 -50.46830 27.79557
71 0.59226 43.23399 1.92601 -8.60937 -36.14168 -50.44280 27.80433
72 0.60060 43.23732 1.92264 -8.59439 -36.13063 -50.45968 27.77110
73 0.60894 43.22688 1.92659 -8.59712 -36.11513 -50.43714 27.78733
74 0.61728 43.19840 1.87802 -8.54645 -36.16524 -50.39649 27.74387
75 0.62563 43.16942 1.88591 -8.56655 -36.13305 -50.35145 27.74198
76 0.63397 43.12999 1.86335 -8.57218 -36.14451 -50.28672 27.71824
77 0.64231 43.15378 1.87102 -8.59056 -36.12355 -50.31257 27.73625
78 0.65065 43.17551 1.85785 -8.58386 -36.12900 -50.34813 27.69502
79 0.65899 43.20333 1.86237 -8.59134 -36.10041 -50.38578 27.70997
80 0.66733 43.21580 1.85074 -8.57754 -36.09659 -50.40662 27.67405
81 0.67568 43.16169 1.88467 -8.60763 -35.98659 -50.35229 27.58878
82 0.68402 43.09177 1.90828 -8.61336 -35.88699 -50.25734 27.55650
83 0.69236 43.06815 1.92366 -8.61598 -35.80312 -50.24775 27.49439
84 0.70070 43.06446 1.92816 -8.61959 -35.75045 -50.24575 27.49626
85 0.70904 43.02756 1.93709 -8.63070 -35.68049 -50.20427 27.46827
86 0.71738 43.02010 1.93829 -8.64227 -35.63626 -50.19161 27.49131
87 0.72573 43.03528 1.93923 -8.65882 -35.57881 -50.20377 27.48588
88 0.73407 43.01732 1.93539 -8.68315 -35.53289 -50.18018 27.48023
89 0.74241 43.03212 1.90577 -8.67858 -35.51291 -50.19340 27.49381
90 0.75075 43.03982 1.92279 -8.70491 -35.43020 -50.24482 27.43162
91 0.75909 43.04754 1.86406 -8.67353 -35.46187 -50.25097 27.45951
92 0.76743 43.06768 1.83047 -8.65651 -35.46118 -50.28522 27.49519
93 0.77578 43.06858 1.80253 -8.63828 -35.43358 -50.30691 27.49561
94 0.78412 43.07210 1.76614 -8.61862 -35.43363 -50.30767 27.51530
95 0.79246 43.09160 1.74048 -8.63135 -35.43316 -50.33658 27.50086
96 0.80080 43.12180 1.82884 -8.71381 -35.24674 -50.40737 27.51472
