Frame# Time pitch roll yaw tra_x tra_y tra_z
R01 R02 R03 T01 T02 T03
1 0.00834 9.16425 3.78355 -8.22600 -10.42426 57.87967 -35.90587
2 0.01668 9.09981 3.76780 -8.23319 -10.41536 57.98265 -35.99559
3 0.02503 9.03350 3.76268 -8.27479 -10.35089 58.13925 -36.04249
4 0.03337 8.93286 3.74146 -8.29891 -10.30629 58.34232 -36.12599
5 0.04171 8.81197 3.72860 -8.33609 -10.24632 58.62184 -36.16878
6 0.05005 8.76649 3.71810 -8.37296 -10.20082 58.75194 -36.19609
7 0.05839 8.75111 3.69965 -8.36678 -10.23326 58.85066 -36.18324
8 0.06673 8.74310 3.69393 -8.36829 -10.24859 58.91115 -36.17128
9 0.07508 8.70080 3.68680 -8.34718 -10.28216 59.06395 -36.15220
10 0.08342 8.65970 3.71525 -8.35608 -10.25219 59.22127 -36.13423
11 0.09176 8.63630 3.74617 -8.34334 -10.25956 59.34198 -36.11998
12 0.10010 8.62641 3.77725 -8.32431 -10.29051 59.39101 -36.13356
13 0.10844 8.59316 3.80161 -8.27049 -10.34928 59.52057 -36.13911
14 0.11678 8.56595 3.82130 -8.19807 -10.42140 59.63806 -36.14836
15 0.12513 8.54890 3.85742 -8.16893 -10.42544 59.74764 -36.14854
16 0.13347 8.52648 3.88668 -8.13772 -10.42533 59.87660 -36.14164
17 0.14181 8.53745 3.91352 -8.08107 -10.43410 59.97032 -36.11793
18 0.15015 8.53380 3.92999 -8.03475 -10.46327 60.04526 -36.15147
19 0.15849 8.52721 3.94124 -8.01984 -10.44520 60.12432 -36.16765
20 0.16683 8.51325 3.93179 -7.98870 -10.45298 60.26149 -36.17637
21 0.17518 8.53814 3.93607 -7.97584 -10.43669 60.29012 -36.17409
22 0.18352 8.55035 3.91623 -7.93276 -10.44581 60.36614 -36.17088
23 0.19186 8.58178 3.93077 -7.97350 -10.34522 60.35889 -36.15492
24 0.20020 8.60266 3.91326 -7.95536 -10.33210 60.33930 -36.17830
25 0.20854 8.62521 3.90582 -7.95648 -10.28782 60.34102 -36.16527
26 0.21688 8.65514 3.89333 -7.95346 -10.23832 60.32666 -36.15895
27 0.22523 8.64400 3.88457 -7.97821 -10.14439 60.36174 -36.16289
28 0.23357 8.64196 3.87306 -7.97012 -10.09086 60.34633 -36.19035
29 0.24191 8.63506 3.84096 -7.94655 -10.07459 60.35086 -36.19478
30 0.25025 8.64366 3.81351 -7.93186 -10.07118 60.27948 -36.22523
31 0.25859 8.63168 3.78695 -7.92540 -10.05033 60.25849 -36.26137
32 0.26693 8.62431 3.76216 -7.91145 -10.05246 60.27025 -36.27138
33 0.27528 8.60374 3.75269 -7.91291 -10.02484 60.27045 -36.30882
34 0.28362 8.56784 3.74006 -7.91742 -10.01280 60.23650 -36.42396
35 0.29196 8.53653 3.72948 -7.92943 -10.01448 60.17842 -36.56056
36 0.30030 8.48496 3.70784 -7.92334 -10.04618 60.21457 -36.64522
37 0.30864 8.44688 3.69241 -7.95213 -10.03948 60.20368 -36.73198
38 0.31698 8.38203 3.68254 -7.96338 -10.05309 60.29254 -36.81285
