Frame# Time pitch roll yaw tra_x tra_y tra_z
R01 R02 R03 T01 T02 T03
1 0.00834 13.42487 0.28165 -12.26782 60.09080 52.99141 5.71280
2 0.01668 13.41450 0.28497 -12.26540 60.10121 52.98442 5.70847
3 0.02503 13.41350 0.28453 -12.25331 60.09581 52.97840 5.71194
4 0.03337 13.41174 0.28481 -12.24995 60.11258 52.97863 5.71417
5 0.04171 13.40679 0.27580 -12.22831 60.10194 52.98977 5.71829
6 0.05005 13.40837 0.26900 -12.21056 60.12111 52.99938 5.70963
7 0.05839 13.41941 0.26293 -12.19479 60.12437 52.99184 5.72821
8 0.06673 13.40884 0.25014 -12.17766 60.13141 53.02627 5.72226
9 0.07508 13.42164 0.23912 -12.15757 60.12532 53.03011 5.71851
10 0.08342 13.40087 0.23500 -12.16393 60.14981 53.06440 5.69839
11 0.09176 13.40774 0.23709 -12.17717 60.20071 53.09328 5.71597
12 0.10010 13.42213 0.23115 -12.17898 60.22029 53.07360 5.71054
13 0.10844 13.43344 0.23690 -12.21154 60.28311 53.07850 5.72745
14 0.11678 13.42463 0.23314 -12.18474 60.29606 53.08557 5.71951
15 0.12513 13.41447 0.24838 -12.21462 60.36969 53.09838 5.70529
16 0.13347 13.40708 0.25218 -12.23198 60.42808 53.10543 5.70102
17 0.14181 13.43356 0.25492 -12.23680 60.45979 53.05869 5.69556
18 0.15015 13.42583 0.23635 -12.20525 60.44806 53.07691 5.69391
19 0.15849 13.45809 0.23163 -12.19427 60.46753 53.01779 5.69135
20 0.16683 13.45949 0.23171 -12.22768 60.52466 53.00210 5.70456
21 0.17518 13.45887 0.21218 -12.21086 60.53625 52.99867 5.70792
22 0.18352 13.46162 0.19129 -12.20831 60.55221 52.97102 5.71255
23 0.19186 13.45438 0.17806 -12.19110 60.58001 52.97379 5.71249
24 0.20020 13.45574 0.17480 -12.20144 60.63528 52.94690 5.72165
25 0.20854 13.45830 0.16625 -12.20178 60.67412 52.90553 5.71301
26 0.21688 13.44693 0.15535 -12.21560 60.71751 52.89629 5.69626
27 0.22523 13.43772 0.13622 -12.20079 60.71969 52.89190 5.68243
28 0.23357 13.43223 0.14149 -12.22926 60.80514 52.90054 5.68158
29 0.24191 13.44140 0.13719 -12.22385 60.84681 52.87030 5.66367
30 0.25025 13.42791 0.14121 -12.24032 60.91447 52.88067 5.66779
31 0.25859 13.44018 0.13768 -12.24525 60.94446 52.82429 5.65405
32 0.26693 13.44548 0.12676 -12.25397 60.97925 52.79620 5.65305
33 0.27528 13.44918 0.12513 -12.24969 61.02409 52.77131 5.64609
34 0.28362 13.43177 0.12538 -12.27566 61.08828 52.77134 5.63431
35 0.29196 13.39844 0.10917 -12.23928 61.09533 52.78662 5.59439
36 0.30030 13.39546 0.11645 -12.26107 61.17003 52.78624 5.59103
37 0.30864 13.44206 0.11688 -12.23614 61.17392 52.65567 5.56009
38 0.31698 13.41435 0.11852 -12.25178 61.24954 52.68375 5.56049
39 0.32533 13.41823 0.11556 -12.25139 61.26623 52.61268 5.47961
40 0.33367 13.40090 0.14295 -12.29772 61.36987 52.60237 5.44089
41 0.34201 13.42976 0.13514 -12.27075 61.34283 52.49365 5.40692
42 0.35035 13.43638 0.13326 -12.27736 61.35183 52.37491 5.31821
43 0.35869 13.45994 0.13730 -12.30441 61.39822 52.30795 5.31897
44 0.36703 13.40794 0.13347 -12.30736 61.44980 52.39874 5.32062
45 0.37538 13.37800 0.12657 -12.31715 61.49818 52.47024 5.36057
46 0.38372 13.32034 0.11989 -12.31280 61.52928 52.53337 5.31650
47 0.39206 13.30197 0.10637 -12.29711 61.53944 52.52352 5.27557
48 0.40040 13.31596 0.11496 -12.31115 61.58366 52.45149 5.27173
49 0.40874 13.30677 0.11129 -12.30700 61.60244 52.39975 5.21121
50 0.41708 13.31136 0.10902 -12.29985 61.61842 52.34290 5.17172
51 0.42543 13.29689 0.09603 -12.26429 61.60310 52.33935 5.12799
52 0.43377 13.24562 0.07385 -12.22019 61.58272 52.37993 5.02631
53 0.44211 13.22128 0.09626 -12.27317 61.67967 52.36665 4.97617
54 0.45045 13.17836 0.09956 -12.28390 61.71408 52.36082 4.87881
55 0.45879 13.18969 0.09683 -12.27863 61.73274 52.32728 4.86896
56 0.46713 13.17191 0.08847 -12.27377 61.73875 52.28580 4.78558
57 0.47548 13.17081 0.07125 -12.23838 61.71779 52.27592 4.76968
58 0.48382 13.15348 0.05109 -12.20631 61.69253 52.22620 4.68607
59 0.49216 13.14935 0.05411 -12.22111 61.72340 52.22436 4.68326
60 0.50050 13.14527 0.04297 -12.22498 61.72842 52.21002 4.64966
61 0.50884 13.13119 0.03202 -12.21290 61.70506 52.15767 4.56812
62 0.51718 13.17091 0.00912 -12.19727 61.64201 52.00649 4.49908
63 0.52553 13.16749 -0.00295 -12.20257 61.60530 51.87383 4.34335
64 0.53387 13.09864 -0.01608 -12.22296 61.61902 51.96829 4.27597
65 0.54221 13.02880 -0.03480 -12.20232 61.58255 52.03490 4.17221
66 0.55055 12.96271 -0.04621 -12.19550 61.54307 52.09002 4.08435
67 0.55889 12.95271 -0.04907 -12.17641 61.49159 52.04452 4.00797
68 0.56723 12.94902 -0.06962 -12.15866 61.41383 51.99966 3.94540
69 0.57558 12.93348 -0.06751 -12.16663 61.36088 51.90117 3.81079
70 0.58392 12.90577 -0.07452 -12.16204 61.28834 51.87041 3.71530
71 0.59226 12.85548 -0.06553 -12.18678 61.25502 51.89186 3.62933
72 0.60060 12.81942 -0.06065 -12.19543 61.21158 51.92558 3.55173
73 0.60894 12.79610 -0.04378 -12.22100 61.19737 51.93101 3.50323
74 0.61728 12.74675 -0.05587 -12.17009 61.09221 51.96121 3.39664
75 0.62563 12.76007 -0.05791 -12.13311 61.00763 51.95687 3.40009
76 0.63397 12.66356 -0.06264 -12.11934 60.93953 52.04483 3.26501
77 0.64231 12.60101 -0.05884 -12.12266 60.86516 52.08929 3.14084
78 0.65065 12.57592 -0.07063 -12.07569 60.73109 52.05859 3.02530
79 0.65899 12.53998 -0.06445 -12.07576 60.66508 52.10471 2.97971
80 0.66733 12.47560 -0.05638 -12.06545 60.59800 52.14943 2.88586
81 0.67568 12.42743 -0.07479 -11.99441 60.45427 52.21531 2.82996
82 0.68402 12.39506 -0.07686 -11.96335 60.34709 52.25151 2.78586
83 0.69236 12.36874 -0.07274 -11.94644 60.25737 52.28112 2.74417
84 0.70070 12.35938 -0.07012 -11.91904 60.16009 52.24640 2.66376
85 0.70904 12.35771 -0.04646 -11.94929 60.13414 52.21736 2.63010
86 0.71738 12.33157 -0.04417 -11.91954 60.06387 52.28065 2.61130
87 0.72573 12.29431 -0.05312 -11.88968 59.96922 52.38311 2.58298
88 0.73407 12.27231 -0.04607 -11.88995 59.91057 52.42186 2.51706
89 0.74241 12.22624 -0.04446 -11.88909 59.87246 52.50389 2.48001
90 0.75075 12.19126 -0.05397 -11.86443 59.77861 52.52917 2.38382
91 0.75909 12.17440 -0.07047 -11.83005 59.69671 52.57676 2.35596
92 0.76743 12.15478 -0.07434 -11.83988 59.66998 52.61532 2.33322
93 0.77578 12.16024 -0.07928 -11.80730 59.60986 52.63528 2.35217
94 0.78412 12.13919 -0.08786 -11.79890 59.56650 52.70226 2.36588
95 0.79246 12.09575 -0.11821 -11.75121 59.46878 52.78233 2.34631
96 0.80080 12.05774 -0.15147 -11.71602 59.39123 52.86903 2.34134
97 0.80914 12.06379 -0.17720 -11.70621 59.32033 52.88593 2.38181
98 0.81748 12.08298 -0.20343 -11.68783 59.23991 52.89106 2.45642
99 0.82583 12.07146 -0.25306 -11.63622 59.12072 52.89928 2.46637
100 0.83417 12.05236 -0.30514 -11.59800 59.01260 52.95055 2.48300
101 0.84251 12.02692 -0.35515 -11.58462 58.94049 52.94983 2.48929
102 0.85085 11.97673 -0.41914 -11.55109 58.83539 53.06050 2.51947
103 0.85919 11.99973 -0.48847 -11.46642 58.67570 53.14257 2.69046
104 0.86753 12.00364 -0.57243 -11.38806 58.46354 53.19284 2.79166
105 0.87588 12.00495 -0.64319 -11.34400 58.30841 53.22059 2.84891
106 0.88422 12.02918 -0.69026 -11.33033 58.18010 53.20501 2.92004
107 0.89256 12.05378 -0.73475 -11.28808 58.02800 53.22231 3.00082
108 0.90090 12.11731 -0.77607 -11.24751 57.88231 53.22778 3.13873
109 0.90924 12.20358 -0.82510 -11.19368 57.69806 53.16829 3.26477
110 0.91758 12.26325 -0.87327 -11.11831 57.49634 53.14161 3.33975
111 0.92593 12.29973 -0.93725 -11.00385 57.25790 53.18858 3.42322
112 0.93427 12.36913 -0.95135 -10.96650 57.09439 53.19504 3.54758
