Frame# Time pitch roll yaw tra_x tra_y tra_z
R01 R02 R03 T01 T02 T03
1 0.00834 -8.51989 2.29403 -5.29684 9.53318 -10.41408 -36.06516
2 0.01668 -8.60697 2.26689 -5.28807 9.45534 -10.56200 -36.21509
3 0.02503 -8.65734 2.23332 -5.24434 9.35332 -10.65252 -36.29734
4 0.03337 -8.68408 2.19928 -5.17064 9.19529 -10.81492 -36.36344
5 0.04171 -8.73715 2.16621 -5.17047 9.13306 -10.95974 -36.47394
6 0.05005 -8.75888 2.12769 -5.15798 9.05855 -11.06503 -36.52890
7 0.05839 -8.73933 2.09654 -5.13059 8.97944 -11.19500 -36.51355
8 0.06673 -8.72293 2.05953 -5.10018 8.88117 -11.30473 -36.50226
9 0.07508 -8.71596 2.01931 -5.04962 8.76517 -11.40368 -36.49131
10 0.08342 -8.72476 1.97398 -5.00812 8.66375 -11.42097 -36.48050
11 0.09176 -8.72877 1.92926 -4.92315 8.51371 -11.42590 -36.45841
12 0.10010 -8.72661 1.88542 -4.82514 8.33059 -11.45802 -36.43287
13 0.10844 -8.73002 1.84211 -4.77227 8.19984 -11.46394 -36.39451
14 0.11678 -8.67230 1.81125 -4.75620 8.11262 -11.49347 -36.25699
15 0.12513 -8.63784 1.78112 -4.70510 7.99303 -11.50761 -36.15271
16 0.13347 -8.62560 1.76022 -4.67815 7.89278 -11.48767 -36.08326
17 0.14181 -8.60662 1.74318 -4.62997 7.79032 -11.48312 -36.02576
18 0.15015 -8.57446 1.72404 -4.57420 7.65479 -11.46210 -35.95325
19 0.15849 -8.56272 1.70189 -4.51425 7.53095 -11.38786 -35.88941
20 0.16683 -8.47306 1.68419 -4.50793 7.48405 -11.34293 -35.66855
21 0.17518 -8.39681 1.65744 -4.47531 7.40366 -11.28924 -35.46817
22 0.18352 -8.35613 1.63964 -4.45324 7.33008 -11.24190 -35.35871
23 0.19186 -8.33505 1.61918 -4.41373 7.24222 -11.17333 -35.29978
24 0.20020 -8.34339 1.60671 -4.37469 7.16405 -11.07211 -35.27808
25 0.20854 -8.28077 1.57888 -4.29600 7.03477 -11.08775 -35.16285
26 0.21688 -8.21091 1.55834 -4.26930 6.98357 -10.99915 -34.98044
27 0.22523 -8.15859 1.53599 -4.24616 6.92318 -10.96119 -34.85688
28 0.23357 -8.13490 1.51375 -4.23212 6.89402 -10.88743 -34.77637
29 0.24191 -8.08139 1.49690 -4.22866 6.89864 -10.83651 -34.65955
