Frame# Time pitch roll yaw tra_x tra_y tra_z
R01 R02 R03 T01 T02 T03
1 0.00834 -2.59869 4.49795 1.88325 -28.37686 -97.22799 -17.97954
2 0.01668 -2.62302 4.48746 1.90463 -28.42573 -97.17921 -18.01592
3 0.02503 -2.63221 4.48430 1.90355 -28.43887 -97.14295 -18.02114
4 0.03337 -2.62858 4.48005 1.89574 -28.44703 -97.13232 -18.03066
5 0.04171 -2.64120 4.47053 1.88426 -28.45148 -97.11678 -18.04653
6 0.05005 -2.65193 4.46779 1.88933 -28.47383 -97.10452 -18.07680
7 0.05839 -2.65757 4.45982 1.92087 -28.52617 -97.07258 -18.08516
8 0.06673 -2.67704 4.45794 1.90579 -28.52064 -97.04653 -18.10363
9 0.07508 -2.67886 4.45433 1.89856 -28.51715 -97.02271 -18.09661
10 0.08342 -2.69477 4.43965 1.90678 -28.55229 -96.97929 -18.08882
11 0.09176 -2.69074 4.43259 1.90799 -28.57907 -96.98506 -18.05809
12 0.10010 -2.70062 4.43189 1.92971 -28.62042 -96.91625 -18.03521
13 0.10844 -2.64199 4.44163 1.93708 -28.61403 -96.92869 -17.95977
14 0.11678 -2.61556 4.43835 1.95823 -28.65756 -96.88671 -17.90590
15 0.12513 -2.60098 4.44209 1.94903 -28.65216 -96.84413 -17.87752
16 0.13347 -2.58593 4.43954 1.97018 -28.69510 -96.77599 -17.81783
17 0.14181 -2.58876 4.44546 1.91969 -28.66182 -96.74357 -17.80510
18 0.15015 -2.57924 4.43793 1.92631 -28.70564 -96.64477 -17.74086
19 0.15849 -2.57304 4.43441 1.87638 -28.67410 -96.61839 -17.72353
20 0.16683 -2.56557 4.43299 1.85644 -28.66649 -96.54194 -17.68300
21 0.17518 -2.55573 4.43868 1.83678 -28.64253 -96.52043 -17.65667
22 0.18352 -2.53234 4.42555 1.87045 -28.70482 -96.49276 -17.62014
23 0.19186 -2.50901 4.43252 1.83782 -28.66551 -96.50523 -17.59551
24 0.20020 -2.51013 4.43794 1.81004 -28.63566 -96.47090 -17.58641
25 0.20854 -2.46994 4.43054 1.82939 -28.66626 -96.42977 -17.49782
26 0.21688 -2.45887 4.42736 1.82001 -28.67068 -96.41383 -17.49712
27 0.22523 -2.43095 4.43282 1.82001 -28.67073 -96.40231 -17.46288
28 0.23357 -2.41480 4.43417 1.80686 -28.65364 -96.36042 -17.45436
29 0.24191 -2.40774 4.43304 1.79135 -28.63692 -96.33598 -17.44860
30 0.25025 -2.40856 4.42615 1.78614 -28.62910 -96.26830 -17.42772
31 0.25859 -2.40479 4.41470 1.78348 -28.63417 -96.23689 -17.41146
32 0.26693 -2.38545 4.40010 1.80284 -28.66231 -96.19808 -17.37126
33 0.27528 -2.38653 4.38999 1.82888 -28.70521 -96.10604 -17.33977
34 0.28362 -2.35100 4.39094 1.82837 -28.69604 -96.06796 -17.29424
35 0.29196 -2.33533 4.39512 1.84113 -28.70341 -96.05457 -17.28282
36 0.30030 -2.32339 4.40707 1.82838 -28.67261 -96.04688 -17.29509
37 0.30864 -2.31917 4.41851 1.83786 -28.66240 -96.02752 -17.28475
38 0.31698 -2.32646 4.42424 1.84121 -28.67296 -96.02580 -17.30437
39 0.32533 -2.34470 4.42945 1.85602 -28.67953 -95.99777 -17.32372
40 0.33367 -2.31371 4.44146 1.84717 -28.65735 -96.00800 -17.27529
41 0.34201 -2.34680 4.44546 1.82428 -28.63119 -95.99011 -17.32839
42 0.35035 -2.32150 4.44966 1.81396 -28.62732 -96.00268 -17.30269
43 0.35869 -2.32827 4.44638 1.82323 -28.64854 -95.99645 -17.32851
44 0.36703 -2.33679 4.44963 1.79561 -28.61802 -95.97230 -17.35649
45 0.37538 -2.33415 4.44221 1.82677 -28.65394 -95.94744 -17.35509
46 0.38372 -2.33923 4.45218 1.79546 -28.62311 -95.95457 -17.38594
47 0.39206 -2.33474 4.45332 1.79531 -28.62629 -95.93688 -17.38356
48 0.40040 -2.32334 4.45896 1.79402 -28.61696 -95.96980 -17.39427
49 0.40874 -2.32550 4.45761 1.78113 -28.58954 -95.90974 -17.38103
50 0.41708 -2.32296 4.46360 1.77229 -28.58757 -95.92776 -17.39556
51 0.42543 -2.32308 4.46072 1.76066 -28.58026 -95.90077 -17.40087
52 0.43377 -2.32995 4.45698 1.75550 -28.58087 -95.87969 -17.41008
53 0.44211 -2.31656 4.45623 1.72989 -28.52522 -95.87943 -17.40990
54 0.45045 -2.32379 4.44153 1.72955 -28.52299 -95.89471 -17.43959
55 0.45879 -2.32345 4.43952 1.73425 -28.49606 -95.88918 -17.44750
56 0.46713 -2.32594 4.43158 1.74112 -28.48370 -95.89980 -17.47069
57 0.47548 -2.29866 4.41648 1.76535 -28.46722 -95.88644 -17.42986
58 0.48382 -2.32122 4.41070 1.74120 -28.43101 -95.87983 -17.49022
59 0.49216 -2.30914 4.41004 1.72276 -28.35855 -95.84847 -17.49163
60 0.50050 -2.32232 4.39372 1.72489 -28.34500 -95.82609 -17.52077
61 0.50884 -2.31235 4.38675 1.69735 -28.29417 -95.79110 -17.49391
62 0.51718 -2.27620 4.36933 1.66277 -28.20798 -95.85462 -17.48253
63 0.52553 -2.27807 4.35416 1.66057 -28.17943 -95.90188 -17.51204
64 0.53387 -2.29652 4.32797 1.63128 -28.10850 -95.88001 -17.55657
65 0.54221 -2.27493 4.31421 1.59436 -28.01657 -95.83343 -17.51091
66 0.55055 -2.27673 4.28300 1.61742 -28.01159 -95.79191 -17.51604
67 0.55889 -2.26209 4.26576 1.60839 -27.96432 -95.79731 -17.51995
68 0.56723 -2.24072 4.25464 1.60566 -27.92744 -95.82177 -17.51384
69 0.57558 -2.24708 4.23634 1.59471 -27.88705 -95.78184 -17.51656
70 0.58392 -2.25075 4.23660 1.59468 -27.85211 -95.73875 -17.52953
71 0.59226 -2.24044 4.22751 1.59064 -27.81680 -95.70023 -17.50844
72 0.60060 -2.23595 4.22938 1.59442 -27.77209 -95.67140 -17.51171
73 0.60894 -2.21780 4.22042 1.59141 -27.73375 -95.68189 -17.50698
74 0.61728 -2.20007 4.21402 1.58681 -27.69551 -95.69616 -17.50966
75 0.62563 -2.19433 4.21355 1.55888 -27.62024 -95.64701 -17.49047
76 0.63397 -2.18616 4.21343 1.50515 -27.51803 -95.66306 -17.50606
77 0.64231 -2.18236 4.20737 1.50143 -27.48173 -95.62083 -17.49578
78 0.65065 -2.17878 4.20567 1.46504 -27.39792 -95.60983 -17.50005
79 0.65899 -2.17519 4.19981 1.44250 -27.34401 -95.56793 -17.49199
80 0.66733 -2.15130 4.19886 1.42544 -27.29303 -95.54781 -17.44402
