Frame# Time pitch roll yaw tra_x tra_y tra_z
R01 R02 R03 T01 T02 T03
1 0.00834 -8.09596 -6.56428 -6.52937 3.27804 -72.58747 -14.64728
2 0.01668 -8.09535 -6.55760 -6.53412 3.26824 -72.54802 -14.63867
3 0.02503 -8.07628 -6.54728 -6.52720 3.24168 -72.47147 -14.57486
4 0.03337 -8.08922 -6.53727 -6.53079 3.22515 -72.40764 -14.59512
5 0.04171 -8.07489 -6.52215 -6.51999 3.18585 -72.36426 -14.56494
6 0.05005 -8.07639 -6.50920 -6.50856 3.14854 -72.32245 -14.56335
7 0.05839 -8.05580 -6.49730 -6.50588 3.10839 -72.29912 -14.51089
8 0.06673 -8.06986 -6.48251 -6.49992 3.09060 -72.26953 -14.52682
9 0.07508 -8.04135 -6.46641 -6.50989 3.06548 -72.28112 -14.48764
10 0.08342 -8.03077 -6.45105 -6.50998 3.04713 -72.22756 -14.45721
11 0.09176 -8.02068 -6.43385 -6.52378 3.05006 -72.19944 -14.43100
12 0.10010 -7.99892 -6.42415 -6.52658 3.02072 -72.16950 -14.38580
13 0.10844 -7.99313 -6.42060 -6.50559 2.96287 -72.17572 -14.38855
14 0.11678 -7.97699 -6.41529 -6.54622 2.97646 -72.17321 -14.37451
15 0.12513 -7.95388 -6.41588 -6.50857 2.91012 -72.18927 -14.34372
16 0.13347 -7.96019 -6.41890 -6.53645 2.92974 -72.13205 -14.34402
17 0.14181 -7.95006 -6.42960 -6.52047 2.87846 -72.10881 -14.32706
18 0.15015 -7.94760 -6.44052 -6.54514 2.87594 -72.05948 -14.31326
19 0.15849 -7.94364 -6.45393 -6.53888 2.84118 -72.00156 -14.29870
20 0.16683 -7.92994 -6.46402 -6.53909 2.81898 -71.98220 -14.28467
21 0.17518 -7.92796 -6.46532 -6.54698 2.81141 -71.90854 -14.26864
22 0.18352 -7.91832 -6.46623 -6.57863 2.83457 -71.86956 -14.26105
23 0.19186 -7.90760 -6.46295 -6.58105 2.81577 -71.87773 -14.25970
24 0.20020 -7.89287 -6.45998 -6.59458 2.81738 -71.86396 -14.25146
25 0.20854 -7.88139 -6.45305 -6.60687 2.80651 -71.89296 -14.25888
26 0.21688 -7.85855 -6.44359 -6.61341 2.80071 -71.86710 -14.22537
27 0.22523 -7.85017 -6.43206 -6.62478 2.79681 -71.88884 -14.24127
28 0.23357 -7.83590 -6.42198 -6.60595 2.74931 -71.85154 -14.21930
29 0.24191 -7.82158 -6.41246 -6.59072 2.70362 -71.86518 -14.21850
30 0.25025 -7.81401 -6.40197 -6.63120 2.71711 -71.84824 -14.20236
31 0.25859 -7.79736 -6.39281 -6.64329 2.70515 -71.85654 -14.16836
32 0.26693 -7.79718 -6.38422 -6.65978 2.69492 -71.88729 -14.17541
33 0.27528 -7.80191 -6.37158 -6.65603 2.66451 -71.85916 -14.15542
34 0.28362 -7.79977 -6.35901 -6.67101 2.65687 -71.86689 -14.15109
35 0.29196 -7.77443 -6.33918 -6.68721 2.65103 -71.85949 -14.09567
36 0.30030 -7.80069 -6.32449 -6.67714 2.62345 -71.86817 -14.13699
37 0.30864 -7.78900 -6.31088 -6.67541 2.59817 -71.86551 -14.10272
38 0.31698 -7.77875 -6.29752 -6.65048 2.54313 -71.85901 -14.05908
39 0.32533 -7.77169 -6.28557 -6.65670 2.52097 -71.88179 -14.04462
40 0.33367 -7.76022 -6.28437 -6.64169 2.47526 -71.89476 -14.01208
41 0.34201 -7.75849 -6.28072 -6.64448 2.44830 -71.91567 -14.01169
42 0.35035 -7.75235 -6.27735 -6.62790 2.40167 -71.93665 -14.00461
43 0.35869 -7.74253 -6.27195 -6.64577 2.38569 -71.96920 -14.00473
44 0.36703 -7.72243 -6.26947 -6.64036 2.35284 -71.98033 -13.97351
45 0.37538 -7.70242 -6.26086 -6.64278 2.32537 -71.99721 -13.96234
46 0.38372 -7.72185 -6.24995 -6.64849 2.30761 -71.98316 -14.00625
47 0.39206 -7.72158 -6.24295 -6.63119 2.26513 -71.99839 -14.02621
48 0.40040 -7.73672 -6.23671 -6.60834 2.23640 -71.99393 -14.06024
49 0.40874 -7.72948 -6.22803 -6.60235 2.20863 -72.00142 -14.05661
50 0.41708 -7.75291 -6.22554 -6.59079 2.19605 -71.98438 -14.09256
51 0.42543 -7.77620 -6.22390 -6.60240 2.19770 -72.00484 -14.15140
